municipality,score,title,label,url,from,snippet
幸田町,34,"愛知県遺児手当","愛知県遺児手当","https://www.town.kota.lg.jp/soshiki/8/876.html","https://www.town.kota.lg.jp/life/1/10/","愛知県遺児手当 - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 住民こども部 > こども課 > 愛知県遺児手当 本文 愛知県遺児手当 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0000876 更新日：2022年6月3日更新 概要・内容 愛知県遺児手当は、父母の離婚などにより、父または母と生計を同じくしていない児童が養育されているひとり親家庭等の生活の安定と児童の健全育成のための手当を支給する制度です。 支給内容 18歳未満の児童1人につき、支給開始から3年目までは月額4,350円、4・5年目は月額2,175円を支給します。 所得の制限 愛知県遺児手当には、所得制限があります"
幸田町,34,"児童扶養手当","児童扶養手当","https://www.town.kota.lg.jp/soshiki/8/901.html","https://www.town.kota.lg.jp/life/1/10/","児童扶養手当 - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 住民こども部 > こども課 > 児童扶養手当 本文 児童扶養手当 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0000901 更新日：2026年4月1日更新 概要・内容 児童扶養手当は、父母の離婚などで、父または母と生計を同じくしていない児童が育成されるひとり親家庭等の生活の安定と自立の促進に貢献し、児童の福祉の増進を図ることを目的として手当を支給する制度です。 ※令和6年11月から児童扶養手当の制度改正がありました 「児童扶養手当」に関する大切なお知らせ [PDFファイル／259KB] ◆現在、所得制限により児童"
幸田町,34,"幼児教育・保育無償化について","幼児教育・保育無償化について","https://www.town.kota.lg.jp/soshiki/8/920.html","https://www.town.kota.lg.jp/life/1/10/67/","幼児教育・保育無償化について - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 住民こども部 > こども課 > 幼児教育・保育無償化について 本文 幼児教育・保育無償化について 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0000920 更新日：2025年4月1日更新 幼児教育・保育無償化 概要 幼稚園、保育所、認定こども園などを利用する3歳から5歳のすべての子ども及び住民税非課税世帯の0歳から2歳までの子どもを対象として、保育料等が無料となります（延長保育料等、一部無償化対象外の費用もあります。）。 対象施設 幼稚園、保育所、認定こども園、地域型保育（小規模保育、家庭的保育、"
幸田町,34,"令和8年度新エネルギーシステムの設置に対する補助","令和8年度新エネルギーシステムの設置に対する補助","https://www.town.kota.lg.jp/soshiki/12/1066.html","https://www.town.kota.lg.jp/life/1/13/80/","令和8年度新エネルギーシステムの設置に対する補助 - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 環境経済部 > 環境課 > 令和8年度新エネルギーシステムの設置に対する補助 本文 令和8年度新エネルギーシステムの設置に対する補助 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0001066 更新日：2026年6月8日更新 令和8年度 幸田町新エネルギーシステム設置費補助金 令和8年度においては、以下のシステム（区分）において補助金を交付します。 一体的導入 住宅用太陽光発電施設、家庭用エネルギー管理システム（Hems）、定置用リチウムイオン蓄電システム（蓄電池）を同時設置 住"
幸田町,34,"生ごみ処理容器等の設置に対する補助","生ごみ処理容器等の設置に対する補助","https://www.town.kota.lg.jp/soshiki/12/1068.html","https://www.town.kota.lg.jp/life/1/13/79/","生ごみ処理容器等の設置に対する補助 - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 環境経済部 > 環境課 > 生ごみ処理容器等の設置に対する補助 本文 生ごみ処理容器等の設置に対する補助 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0001068 更新日：2026年7月15日更新 令和8年度補助金交付状況について 令和8年7月15日現在、予算額150万円に対し、124万3,200円補助金を交付しており、残額が25万6,800円です。申請をお考えの方は、補助対象となるか環境課で確認をお願いします。 概要 一般の家庭から出される生ごみを減量・堆肥化する処理容器（コンポスト等）や"
幸田町,34,"合併浄化槽設置に対する補助","合併浄化槽設置に対する補助","https://www.town.kota.lg.jp/soshiki/18/929.html","https://www.town.kota.lg.jp/life/1/12/78/","合併浄化槽設置に対する補助 - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 上下水道部 > 下水道課 > 合併浄化槽設置に対する補助 本文 合併浄化槽設置に対する補助 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0000929 更新日：2020年7月27日更新 概要 家の新築、建替えなどで合併浄化槽を新たに設置するとき、以下すべての条件を満たせば補助金交付の対象となります。 交付対象 補助金交付を受けるためには、以下すべての条件を満たす必要があります。 市街化調整区域でかつ下水道事業認可区域外の地域にあること 一般家庭用住居であること ※販売の目的で合併浄化槽付住宅を建築(改"
幸田町,34,"貯水槽水道の維持管理費補助制度の概要","貯水槽水道の維持管理費補助制度の概要","https://www.town.kota.lg.jp/soshiki/17/1267.html","https://www.town.kota.lg.jp/life/1/12/77/","貯水槽水道の維持管理費補助制度の概要 - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 上下水道部 > 水道課 > 貯水槽水道の維持管理費補助制度の概要 本文 貯水槽水道の維持管理費補助制度の概要 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0001267 更新日：2020年10月1日更新 貯水槽水道設置者の皆さんへ 貯水槽水道の衛生的な管理を推進し、住民のみなさまにより安全な水道水を飲んでいただくために、清掃等に要する経費に対して次のとおり補助しますので、対象になる方はこの機会に制度をご利用ください。 補助対象 貯水槽の有効容量の合計が10立方メートル以下のもの 人の飲用に使"
幸田町,34,"幸田町都市緑化推進事業補助","幸田町都市緑化推進事業補助","https://www.town.kota.lg.jp/soshiki/15/1334.html","https://www.town.kota.lg.jp/life/1/20/","幸田町都市緑化推進事業補助 - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 建設部 > 都市整備課 > 幸田町都市緑化推進事業補助 本文 幸田町都市緑化推進事業補助 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0001334 更新日：2025年4月4日更新 目的 「あいち森と緑づくり税」を財源として「あいち森と緑づくり都市緑化推進事業」に基づき、町民の皆さんが行う民有地の緑化及び町民団体等が行う緑化活動の経費の一部に対し補助金を交付し、都市の緑の保全・創出・活用を一層推進することを目的としています。 補助対象事業 緑の街並み推進事業 町内の市街化区域または市街化調整区域内の既"
幸田町,34,"令和8年度 いっといでん！奥三河 「幸田町三河町村観光交流宿泊施設利用助成事業」を実施します！","令和8年度 いっといでん！奥三河 「幸田町三河町村観光交流宿泊施設利用助成事業」を実施します！","https://www.town.kota.lg.jp/soshiki/13/18094.html","https://www.town.kota.lg.jp/soshiki/13/","令和8年度 いっといでん！奥三河 「幸田町三河町村観光交流宿泊施設利用助成事業」を実施します！ - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 環境経済部 > 産業振興課 > 令和8年度 いっといでん！奥三河 「幸田町三河町村観光交流宿泊施設利用助成事業」を実施します！ 本文 令和8年度 いっといでん！奥三河 「幸田町三河町村観光交流宿泊施設利用助成事業」を実施します！ 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0018094 更新日：2026年4月9日更新 概要 令和3年3月30日に設楽町、東栄町及び豊根村と幸田町の間で締結した「三河町村広域交流協定」に基づき、三河町村間"
幸田町,34,"危険空き家解体工事費補助","危険空き家解体工事費補助","https://www.town.kota.lg.jp/soshiki/15/18132.html","https://www.town.kota.lg.jp/soshiki/15/","危険空き家解体工事費補助 - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 建設部 > 都市整備課 > 危険空き家解体工事費補助 本文 危険空き家解体工事費補助 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0018132 更新日：2025年4月4日更新 対象となる空き家 1.1年以上使用されていない空き家 2.木造住宅であること 3.不良住宅であること（補助の交付申請前に判定の申請が必要となります） 4.個人または個人の共有による所有であること 5.所有権以外の権利が設定されていないこと 6.特定空家等の勧告を受けていないこと 補助金額 最大30万円 ※解体工事費等に要する費用"
東栄町,34,"東栄町障がい福祉ガイドブック","東栄町障がい福祉ガイドブック","https://www.town.toei.aichi.jp/1130.htm","https://www.town.toei.aichi.jp/1130.htm","東栄町障がい福祉ガイドブック/東栄町 --> 本文へ移動 東栄町障がい福祉ガイドブック スマートフォン用ツール メニュー表示 自動翻訳 Foreign language 背景変更 標準 黒 青 補助機能 ふりがな 文字を大きくする 文字を元に戻す サイトマップ パソコン画面表示 ページの末尾へ 検索 くらしの情報 届出・証明 税 国民健康保険・国民年金 健康・医療 予防接種・感染症 こころの健康 福祉・障がい者福祉 高齢・介護 妊娠・出産・育児 子育て 教育総務 交通・バス ごみ・リサイクル 環境・衛生 ペット・動物 引越し・住まい 地デジ・インターネット 水道・下水道 道路・河川 消費生活 文化財・スポーツ・図書室・文化・生涯学習講座 まちづくり 町民活動・コミュニティ 防災・防犯 相談窓口 マイナンバー 旅券（パスポート）の申請について 観光情報 東栄町の観光情報サイト パンフレット まつり・イベント イベントカレンダー フォトギャラリー 移住定住 居「住まいの情報」 職「職業の情報」 充「充実した生活」 お知らせ・移住者インタビュー 施設案内 施設情報 施設地図検索 仕事・事業者"
設楽町,34,"設楽町公告掲示板（インターネット版）","設楽町公告掲示板（インターネット版）","https://www.town.shitara.lg.jp/soshiki/2/7525.html","https://www.town.shitara.lg.jp/soshiki/2/7525.html","設楽町公告掲示板（インターネット版） - 設楽町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ ＜外部リンク＞ ＜外部リンク＞ メニュー 検索 検索 JavaScriptが無効のため、文字の大きさ・背景色を変更する機能を使用できません。 本文へ Foreign language サイトマップ 閲覧補助機能 文字サイズ 拡大 標準 背景色 白 黒 青 とじる ルビ振り ルビ振り ＜外部リンク＞ ルビなし ＜外部リンク＞ ふりがなについて とじる Myページ このページを一時保存する 保存したページをすべて削除する とじる 情報を探す キーワード検索 Googleカスタム検索 ページ ID 検索 よく見られているワード とましーなちゃん 町政10周年 段戸裏谷原生林きららの森 地酒 職員採用 移住・定住 分類でさがす 組織でさがす カレンダーでさがす 地図でさがす ライフイベント 妊娠・出産 子育て 入園・入学 就職・退職 結婚・離婚 引越し シニア おくやみ お役立ち情報 申請書 ダウンロード ごみ よくある質問 町営バス 手当・助成 相談 町民の方へ 住民票・戸籍・印鑑"
豊根村,34,"新築リフォーム補助制度","新築リフォーム補助制度","https://www.vill.toyone.aichi.jp/iju/sumai/993.html","https://www.vill.toyone.aichi.jp/iju/sumai/index.html","新築リフォーム補助制度／とよね村 Toyone Village Official Site スマートフォン版を表示 本文へ 文字 サイズ 背景色 変更 Foreign Languages English 繁體中文 体中文 GO 文字サイズ 背景色変更 Foreign Languages English 繁體中文 体中文 GO PC版で見る PC版を見る 閉じる 現在のページ ホーム 移住定住サイト 住まい 新築リフォーム補助制度 新築リフォーム補助制度 更新日：2026年03月04日 新築リフォーム補助金 村では、定住促進と地域経済の活性化を図るため、住宅の新築やリフォーム工事に対する補助を行っています。 「この工事は対象になるかな？」と思ったら、契約や工事を始める前に、まずはお気軽にご相談ください。 ※工事着手後の申請は対象外となります 補助内容 補助対象者 村内在住の方（または工事完了後に住む予定の方） 村税などの滞納のない方 ※同一住宅及び同一人についていずれも1回限り申請できます 補助対象工事 新築：個人住宅の新築 リフォーム：村内の業者（法人・個人）と契約して行う、居住部分の"
豊根村,34,"防災用品購入費補助事業","防災用品購入費補助事業","https://www.vill.toyone.aichi.jp/kurashi/bosai/890.html","https://www.vill.toyone.aichi.jp/kurashi/bosai/index.html","防災用品購入費補助事業／とよね村 Toyone Village Official Site スマートフォン版を表示 本文へ 文字 サイズ 背景色 変更 Foreign Languages English 繁體中文 体中文 GO くらし・手続き 医療・健康・福祉 子育て・教育 しごと・産業 行政情報 キーワード検索 ページID検索 くらし・手続き くらし・手続きを開く 医療・健康・福祉 医療・健康・福祉を開く 子育て・教育 子育て・教育を開く しごと・産業 しごと・産業を開く 行政情報 行政情報を開く 文字サイズ 背景色変更 Foreign Languages English 繁體中文 体中文 GO PC版で見る 閉じる 現在のページ ホーム くらし・手続き 防災 防災用品購入費補助事業 あしあと あしあとを消去する 防災用品購入費補助事業 更新日：2025年11月20日 ページID： 890 非常時に備えるために！ 村民の方が購入する防災用品（非常用持ち出し袋）の購入費用を補助します。 申請を希望される方は、詳細をよくご覧いただき、役場総務課へ申請してください。 補助内容 補助対象 村"
豊根村,34,"新築リフォーム補助制度","新築リフォーム補助制度","https://www.vill.toyone.aichi.jp/kurashi/jutaku/992.html","https://www.vill.toyone.aichi.jp/kurashi/jutaku/index.html","新築リフォーム補助制度／とよね村 Toyone Village Official Site スマートフォン版を表示 本文へ 文字 サイズ 背景色 変更 Foreign Languages English 繁體中文 体中文 GO くらし・手続き 医療・健康・福祉 子育て・教育 しごと・産業 行政情報 キーワード検索 ページID検索 くらし・手続き くらし・手続きを開く 医療・健康・福祉 医療・健康・福祉を開く 子育て・教育 子育て・教育を開く しごと・産業 しごと・産業を開く 行政情報 行政情報を開く 文字サイズ 背景色変更 Foreign Languages English 繁體中文 体中文 GO PC版で見る 閉じる 現在のページ ホーム くらし・手続き 住宅 新築リフォーム補助制度 あしあと あしあとを消去する 新築リフォーム補助制度 更新日：2026年03月04日 ページID： 992 新築リフォーム補助金 村では、定住促進と地域経済の活性化を図るため、住宅の新築やリフォーム工事に対する補助を行っています。 「この工事は対象になるかな？」と思ったら、契約や工事を始める前に、まずは"
豊根村,34,"農家の方への補助","農家の方への補助","https://www.vill.toyone.aichi.jp/shigoto/nougyou/1031.html","https://www.vill.toyone.aichi.jp/shigoto/nougyou/index.html","農家の方への補助／とよね村 Toyone Village Official Site スマートフォン版を表示 本文へ 文字 サイズ 背景色 変更 Foreign Languages English 繁體中文 体中文 GO くらし・手続き 医療・健康・福祉 子育て・教育 しごと・産業 行政情報 キーワード検索 ページID検索 くらし・手続き くらし・手続きを開く 医療・健康・福祉 医療・健康・福祉を開く 子育て・教育 子育て・教育を開く しごと・産業 しごと・産業を開く 行政情報 行政情報を開く 文字サイズ 背景色変更 Foreign Languages English 繁體中文 体中文 GO PC版で見る 閉じる 現在のページ ホーム しごと・産業 農業 農家の方への補助 あしあと あしあとを消去する 農家の方への補助 更新日：2026年06月18日 ページID： 1031 豊根村では農家の方へ補助金を交付しております。 このページでは概要を紹介しておりますので、交付要綱等をご熟読のうえ、申請を行ってください。 奨励作物等振興事業補助金 対象となる 村内に出荷する奨励作物 に使用する資"
幸田町,32,"保育料・児童クラブ手数料の減免について","保育料や児童クラブ手数料の減免について","https://www.town.kota.lg.jp/soshiki/8/26273.html","https://www.town.kota.lg.jp/site/kosodate/","保育料・児童クラブ手数料の減免について - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 住民こども部 > こども課 > 保育料・児童クラブ手数料の減免について 本文 保育料・児童クラブ手数料の減免について 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0026273 更新日：2025年4月1日更新 概要 ひとり親家庭のかたで、お子さんが保育所等や児童クラブを利用されている場合、利用料の減免を受けられる可能性があります。 保育料について 1. 保育料一覧表 各月初日の入所児童の属する世帯の階層区分 徴収金基準額（月額） 区分 定義 満３歳未満保育認定子ども（０歳児～２歳児） 第１"
幸田町,32,"妊婦のための支援給付（妊婦支援給付金）と幸田町妊婦特別給付金（健やかお祝い金と同一事業）","妊婦支援給付金","https://www.town.kota.lg.jp/soshiki/11/23187.html","https://www.town.kota.lg.jp/site/ninshin/","妊婦のための支援給付（妊婦支援給付金）と幸田町妊婦特別給付金（健やかお祝い金と同一事業） - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 分類でさがす > 町民の方へ > 医療・健康 > 妊娠・出産 > 妊婦のための支援給付（妊婦支援給付金）と幸田町妊婦特別給付金（健やかお祝い金と同一事業） 本文 妊婦のための支援給付（妊婦支援給付金）と幸田町妊婦特別給付金（健やかお祝い金と同一事業） 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0023187 更新日：2026年4月1日更新 概要 妊婦・子育て家庭が安心して出産・子育てができるよう、妊娠期から出産・子育て期まで切れ目のない相談・支援（伴走型相"
幸田町,32,"出産育児一時金","国民健康保険の出産育児一時金","https://www.town.kota.lg.jp/soshiki/9/463.html","https://www.town.kota.lg.jp/site/ninshin/","出産育児一時金 - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 分類でさがす > 町民の方へ > 保険・年金 > 国民健康保険 > 出産育児一時金 本文 出産育児一時金 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0000463 更新日：2023年5月10日更新 国民健康保険に加入している方が出産したときは、出産育児一時金を支給します。 支給金額 出生児1人につき50万円（令和５年３月３１日以前の出産の場合は４２万円） ※産科医療保障制度の対象とならない出産の場合は４８万８千円となります。 （令和５年３月３１日以前の出産については４０万８千円） 対象者 国民健康保険の加入者（被保険者）でお子さ"
幸田町,32,"福祉タクシー料金助成事業","福祉タクシー料金助成事業","https://www.town.kota.lg.jp/soshiki/10/604.html","https://www.town.kota.lg.jp/life/1/9/","福祉タクシー料金助成事業 - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 健康福祉部 > 福祉課 > 福祉タクシー料金助成事業 本文 福祉タクシー料金助成事業 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0000604 更新日：2026年4月15日更新 概要 幸田町では、一定の障がいがある人に対し、タクシー運賃の一部を助成しています。 支給内容 年額一人につき35,000円分（500円以内券70枚）まで助成します。 ※年度途中で申請される場合は、定められた枚数分助成券を減らして交付します。 助成券はタクシー運賃を超えて利用することはできません。 詳しい利用方法については、チラ"
幸田町,32,"後期高齢者医療制度協定保養所利用助成事業","後期高齢者医療制度協定保養所利用助成事業","https://www.town.kota.lg.jp/soshiki/9/441.html","https://www.town.kota.lg.jp/life/1/3/","後期高齢者医療制度協定保養所利用助成事業 - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 分類でさがす > 町民の方へ > 保険・年金 > 後期高齢者医療制度 > 後期高齢者医療制度協定保養所利用助成事業 本文 後期高齢者医療制度協定保養所利用助成事業 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0000441 更新日：2022年4月7日更新 後期高齢者医療被保険者の皆さんの健康の保持・増進を目的に、次の協定保養所に宿泊する場合、 一人1泊につき1，000円を助成します。 期間は4月1日から翌年3月31日までの1年間で、全保養所合わせて最大4泊まで利用できます。 各保養所の開館状況の確認や宿泊"
幸田町,32,"個人町県民税の減免制度","個人町県民税の減免制度","https://www.town.kota.lg.jp/soshiki/6/332.html","https://www.town.kota.lg.jp/life/1/4/24/","個人町県民税の減免制度 - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 総務部 > 税務課 > 個人町県民税の減免制度 本文 個人町県民税の減免制度 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0000332 更新日：2024年5月1日更新 概要 特別な事情により個人町県民税の納付が困難な場合は、減免の制度があります。幸田町の要件に該当する場合は、減免の申請をすることにより、町民税・県民税の減免（税額を減額すること）を受けられます。要件に該当していても、申請をしなければ減免は受けられません。 対象者及び減免額 死亡者 要件 当該年の1月2日以後に死亡した者で、その者の前年中の"
幸田町,32,"医療費を大切に","医療費を大切に","https://www.town.kota.lg.jp/soshiki/9/440.html","https://www.town.kota.lg.jp/life/1/3/20/","医療費を大切に - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 分類でさがす > 町民の方へ > 保険・年金 > 国民健康保険 > 医療費を大切に 本文 医療費を大切に 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0000440 更新日：2022年8月10日更新 病院などにかかるには 医療費は、加入者一人ひとりの保険税で賄われています。皆さまの大切な保険税を有効に活用するため、日ごろから健康づくりに心がけるのはもちろん、もし病気やけがをして病院などにかかっても、ジェネリック医薬品を使う等、上手な受診で医療費の節約に努めましょう。 休日や夜間の受診はよく考えてから 休日や夜間など診療時間外の受診"
幸田町,32,"法人町民税減免申請","法人町民税減免申請","https://www.town.kota.lg.jp/soshiki/6/361.html","https://www.town.kota.lg.jp/life/1/4/225/","法人町民税減免申請 - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 総務部 > 税務課 > 法人町民税減免申請 本文 法人町民税減免申請 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0000361 更新日：2020年7月27日更新 概要 法人町民税の均等割の減免を受けるために必要な手続きです。 対象者 以下の法人で、収益事業（地方税法施行令第47条に規定）を営まないもの 公益社団法人または公益財団法人 地縁団体（地方自治法第260条の2第1項の規定による認可を受けていること） 政党または政治団体（政党交付金の交付を受ける政党等に対する法人格の付与に関する法律第8条に規定する法"
幸田町,32,"事故にあったとき（福祉医療費受給者）","事故にあったとき（福祉医療費受給者）","https://www.town.kota.lg.jp/soshiki/9/22672.html","https://www.town.kota.lg.jp/life/1/8/53/","事故にあったとき（福祉医療費受給者） - 幸田町公式ホームページ ページの先頭です。 メニューを飛ばして本文へ 当サイトはJavaScriptを使用したコンテンツや機能を提供しています。ご利用の際はJavaScriptを有効にしてください。 メニュー 本文へ サイトマップ Foreign language 文字の大きさ・色の変更 文字サイズ 拡大 標準 背景色 白 黒 青 閉じる Myページ 閉じる 町民の方へ 企業・事業者の方へ 観光情報 町政情報 現在地 ホーム > 組織でさがす > 健康福祉部 > 保険医療課 > 事故にあったとき（福祉医療費受給者） 本文 事故にあったとき（福祉医療費受給者） 印刷ページ表示 Tweet ＜外部リンク＞ 記事ID：0022672 更新日：2025年1月1日更新 福祉医療費受給者の第三者行為による届け出について 交通事故や他人のペットに噛まれたなど、第三者における作為的な行為や不注意を原因とする負傷や疾病を負った場合、福祉医療費受給者証（子ども医療費受給者証、母子家庭等医療費受給者証、障害者医療費受給者証、精神障害者医療費受給者証、後期高齢者福祉医"
