municipality,rescore,title,h1,url,hasAmount,hasTarget,hasDeadline,strongHit,snippet
"鳥羽市","21","空き家リノベーション定住促進補助金（空き家の立替え新築でも使える）","空き家リノベーション定住促進補助金","https://www.city.toba.mie.jp/soshiki/chiiki/gyomu/1/8683.html","true","true","false","補助金","空き家リノベーション定住促進補助金 Tweet 更新日：2026年04月13日 応募対象 1年以内に空き家を取得 50歳以下の方 市税等に滞納がない方 事業の対象となる費用 空き家改善費（建て替え） 補助額 最大40万円 ※空家除却補助40万円と併用可能 空き家リフォーム 補助額 最大15万円 DIY材料費にもお使いいただけます 空き家リノベーション定住促進補助金チラシ (PDFファイル: 595.2KB) 空き家リノベーション定住促進補助金要項 (PDFファイル: 138."
"鳥羽市","21","子ども医療費助成制度","子ども医療費助成制度","https://www.city.toba.mie.jp/soshiki/hoken_nenkin/gyomu/iryo_kenok/1/2657.html","true","true","false","医療費助成","子ども医療費助成制度 Tweet 更新日：2022年03月31日 福祉医療費（乳幼児）の助成制度対象者についての詳細です。 中学3年生までの子どもの医療費無料 未就学児の窓口負担無料化（現物給付化） 対象となるかた 市内に住所を有する義務教育修了の子ども（15歳になる年度末まで） 所得による制限は、設けていませんので、上記の中学3年生までの子どもが対象となります。 経過 鳥羽市では、平成22年9月診療分から所得制限を撤廃し、義務教育終了（15歳になる年度末）まで助成を行ってい"
"名張市","21","住宅改修等の補助","住宅改修等の補助","https://www.city.nabari.lg.jp/020/060/020/","true","false","true","補助金","住宅改修等の補助 【令和8年6月1日（月曜日）から受付開始です】移住促進のための空家リノベーション支援事業 木造住宅耐震補強等（除却を含む）事業の補助について 木造住宅の無料耐震診断事業について （期間延長しました！）耐震シェルター設置事業費補助金について"
"名張市","21","子育て支援","子育て支援","https://www.city.nabari.lg.jp/030/020/","true","true","false","補助金","庭全戸訪問事業） 相談 チャイルドパートナーの相談 名張版ネウボラ～妊娠・出産・育児の切れ目のない支援～ 子ども条例 放課後児童クラブ（学童保育） 地域の広場 名張市子育てガイド 市の子育て関係の情報がまとめられています。 こそだてサポーター養成講座をしませんか 子育てワンストップサービス 名張市にある「こども食堂」などのご案内 名張市子ども食堂物価高騰対策補助金交付について ばりっ子まるまるセンター（こども家庭センター） 「おむつをもらいに子育て広場へGO」（おむつで地域と"
"名張市","21","「学びたい気持ち」を応援しませんか？ 名張市奨学金へのご寄附をお願いします。","「学びたい気持ち」を応援しませんか？ 名張市奨学金へのご寄附をお願いします。","https://www.city.nabari.lg.jp/s057/010/030/030/20250318172420.html","true","true","false","奨学金","「学びたい気持ち」を応援しませんか？ 名張市奨学金へのご寄附をお願いします。 更新日：2025年3月19日 名張市奨学金へのご寄附をお願いします。 名張市奨学金って？ 勉学の意欲がありながら、経済的な理由により修学困難な高校生等を対象として奨学金（年額3万円）を支給しています。学業に必要な資金を支給することで、教育の機会均等を図り、社会に貢献する有用な人材を育成することを目的としています。 名張市奨学金の財源は？ 名張市奨学金は個人の方や企業の方からの寄付金の積み立てによる「"
"名張市","21","（期間延長しました！）耐震シェルター設置事業費補助金について","（期間延長しました！）耐震シェルター設置事業費補助金について","https://www.city.nabari.lg.jp/s043/030/080/180/20260318103720.html","true","true","false","補助金","（期間延長しました！）耐震シェルター設置事業費補助金について 更新日：2026年6月26日 木造住宅への耐震シェルター設置工事費を補助します 名張市では、耐震性が十分でない木造住宅にお住いの方の生命を守るため、耐震シェルター設置にかかる費用を補助します。 安心した住生活を送るため、設置を前向きにご検討ください。 補助対象住宅 以下のいずれにも該当する場合、対象となります。 ・耐震診断の結果、評点が0.7未満であること ・昭和56年5月31日以前に建築（着工を含む）された 木造"
"名張市","21","一人親家庭等医療費助成の適用","一人親家庭等医療費助成の適用","https://www.city.nabari.lg.jp/s080/060/5/201502052111.html","true","true","false","医療費助成","一人親家庭等医療費助成の適用 更新日：2026年1月7日 18歳以下の子どもを養育する一人親（父または母）や、その子どもが医療保険を使って医療を受けた場合、その自己負担額の助成を受けられます。また、一人親家庭でなくても、配偶者が重度の障害のために長期にわたり労働能力を失っている場合も同様の適用を受けます。 あらかじめ市役所で医療費助成受給者証の交付を受けてください。 対象者 配偶者が重度の障害のため長期にわたり労働能力を失っている、その配偶者および18歳以下の子ども。 ※ただ"
"名張市","21","心身障害者医療費助成","心身障害者医療費助成","https://www.city.nabari.lg.jp/s080/060/5/201502052110.html","true","true","false","医療費助成","心身障害者医療費助成 更新日：2026年1月7日 障害のあるかたが、医療保険を使って医療を受けた場合、その自己負担額の助成を受けることができます。あらかじめ市役所で心身障害者医療受給者証の交付を受けてください。 対象者 名張市内に住所を有し、健康保険に加入している 身体障害者手帳1級から3級を所持しているかた 療育手帳を所持しているかた 精神障害者保健福祉手帳を所持しているかた 判定機関でIQ70以下の判定を受けたかた 上記の要件を備えた後期高齢者制度に該当するかた（65歳以"
"名張市","21","自動車税・取得税の免除","自動車税・取得税の免除","https://www.city.nabari.lg.jp/s080/060/9/201502052185.html","true","true","false","免除","自動車税・取得税の免除 更新日：2026年1月28日 障害のあるかたが所有し、使用する自動車（軽自動車）で、一定の要件を満たす場合、自動車（軽自動車）税や取得税が免除されます。 対象となる場合 本人所有の自動車（軽自動車）であって 本人が運転する場合（本人運転） 本人と生計を同じくする家族などが、障害のあるかたの通院、通学、通勤などのために月4回以上運転する場合（家族運転） 単身等で生活している障害のあるかたの通院などのため週3回以上継続して1年以上にわたり運転する場合（介護"
"名張市","21","生活福祉資金の貸付","生活福祉資金の貸付","https://www.city.nabari.lg.jp/s080/060/9/201502052189.html","true","true","false","貸付","生活福祉資金の貸付 更新日：2026年1月28日 障害のあるかたが、生活安定・向上を図ること等を目的に、様々な資金の貸付を受けることができます。 対象となる経費や所得基準など貸付条件がありますので、詳細については下記の窓口（名張市社会福祉協議会）にお問い合わせください。 生業費 事業などを営むために必要な経費。 貸付限度額 460万円 貸付利子 無利子（連帯保証人を確保できなければ1.5%） 据置期間 6ヶ月以内 返済期間 10年以内 技能習得費 事業などを営むためや就職する"
"鈴鹿市","21","防災危機管理課","防災危機管理課","https://www.city.suzuka.lg.jp/shisei/1011225/shinsei/1009685/1009621.html","true","false","true","補助金","防災危機管理課 ページ番号1009621 更新日 2025年10月24日 印刷 大きな文字で印刷 防災危機管理課 防災研修会依頼書 （PDF 148.1KB） 防災研修会依頼書 （Word 48.5KB） 自主防災組織活性化事業補助金 （PDF 153.1KB） 自主防災組織活性化事業補助金 （Word 57.0KB） 災害時要配慮者宅家具固定事業申込書 （PDF 307.1KB） 災害時要配慮者宅家具固定事業申込書 （Excel 80.8KB） 木造住宅耐震シェルター設置事"
"鈴鹿市","21","農林水産課","農林水産課","https://www.city.suzuka.lg.jp/shisei/1011225/shinsei/1009713/1009716.html","true","false","true","補助金","出書様式 （PDF 143.1KB） 届出書の確認のポイント・記載例 （PDF 482.0KB） 伐採及び伐採後の造林の届出制度 伐採及び伐採後の造林の届出書 （PDF 120.8KB） 伐採及び伐採後の造林の届出書 （Word 74.0KB） 伐採及び伐採後の造林の届出書（記入例） （PDF 376.7KB） 緑の未来づくり事業補助関係 緑の未来づくり事業補助金交付申請書 （PDF 52.7KB） 緑の未来づくり事業補助金交付申請書 （Word 26.5KB） 事業実施計画"
"鈴鹿市","21","建築指導課","建築指導課","https://www.city.suzuka.lg.jp/shisei/1011225/shinsei/1009720/1009723.html","true","false","true","助成金","ネルギー消費性能確保計画に係る軽微な変更説明書（非住宅）（参考様式） （Word 27.6KB） ブロック塀除却関係 ブロック塀等除却工事事業補助制度 鈴鹿市ブロック塀等除却工事事業承認申請書（第1号様式） （PDF 97.9KB） 鈴鹿市ブロック塀等除却工事事業承認申請書（第1号様式） （Word 35.5KB） 鈴鹿市ブロック塀等除却工事事業完了報告書兼助成金交付申請書（第4号様式） （PDF 83.2KB） 鈴鹿市ブロック塀等除却工事事業完了報告書兼助成金交付申請書（第"
"鈴鹿市","21","住宅政策課","住宅政策課","https://www.city.suzuka.lg.jp/shisei/1011225/shinsei/1009720/1009724.html","true","false","true","補助金","第8号様式） （PDF 46.0KB） 空き家バンク制度利用登録変更届出書（第8号様式） （Word 19.1KB） 空き家バンク制度利用者登録抹消申出書（第10号様式） （PDF 45.3KB） 空き家バンク制度利用者登録抹消申出書（第10号様式） （Word 19.0KB） 特定空家等除却費補助制度関係書 特定空家等除却費補助制度 鈴鹿市特定空家等除却費補助金交付申請書（第1号様式） （PDF 101.7KB） 鈴鹿市特定空家等除却費補助金交付申請書（第1号様式） （Wo"
"鈴鹿市","21","児童扶養手当","児童扶養手当","https://www.city.suzuka.lg.jp/kosodate/kosodateteate/1003053.html","true","true","false","手当","児童扶養手当 ページ番号1003053 更新日 2026年5月13日 印刷 大きな文字で印刷 児童扶養手当について 対象者 次の要件に該当する18歳まで（18歳に到達してから初めて迎える3月31日まで。特別児童扶養手当の支給対象となる児童など、政令で定める程度の障がいを有する場合は20歳未満まで）の児童を監護している母や、児童を監護し生計を同じくする父又は児童を養育している人が受給できます。 父母が婚姻を解消した児童 父又は母が死亡した児童 父又は母が重度の障がい（国民年金の"
"鈴鹿市","21","特別児童扶養手当","特別児童扶養手当","https://www.city.suzuka.lg.jp/fukushi/shogai/1003257/1003260.html","true","true","false","手当","特別児童扶養手当 ページ番号1003260 更新日 2026年4月1日 印刷 大きな文字で印刷 身体または精神に障がいのある20歳未満の児童を、養育している父母または養育者の方に手当を支給します。 対象児童 身体障害者手帳1・2・3・4級の一部の方 療育手帳A1（最重度）・A2（重度）・B1（中度）・B2（軽度）の一部の方 ※障害者手帳の等級は目安です。 支給要件 父母または養育者、児童の住所が日本国内にあること 児童が施設に入所していないこと 児童が障がいを事由とする公的年"
"鈴鹿市","21","福祉医療費助成金振込先口座変更届 （PDF 163.1KB）","","https://www.city.suzuka.lg.jp/_res/projects/default_project/_page_/001/009/710/14.pdf","true","false","false","助成金|医療費助成",""
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/docs/2022092700024/","false","true","true","医療費助成","な税控除の申告方法は、所管の都道府県税事務所等、各税目ごとの課税庁にお問い合わせください。 企業版ふるさと納税を活用できる事業 令和8年度には、企業版ふるさと納税制度を活用できる事業として、次の事業・取り組みを実施しています。 第３期まち・ひと・しごと創生総合戦略における 基本目標 事業・取組 事業費 (千円) Ⅰ 安心して働き、暮らせる生活環境の創出 福祉医療費助成事業（子ども） 216,600 長期休暇子どもの居場所事業 5,972 小学校プール民間施設活用事業 6,00"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/benri/","false","false","true","補助金|手当","ホーム くらしの便利ナビ 入札・契約 ツイート シェア 入札参加審査申請 公共工事発注見通し 入札公告 入札結果 工事入札関係書類 市有財産売却 お知らせ サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい しごと 就職 退職 引っ越し・住居 住まい 届出・手続き ごみ・し尿処理・"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/toplist/event/more.html","false","false","true","補助金|手当"," 「NHKのど自慢」を開催します かめやま健康都市大学 ～令和6年度の様子～ 亀山公園わんぱく広場 大型複合遊具のリニューアル SDGsの推進 亀山7座トレイル完登バッジと完登証について 令和4年度 図書館フォーラムを開催します！ サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/shisei/2014112311167/","false","true","false","医療費助成","納処分、納税啓発、 固定資産評価審査委員会事務局 市民文化部 まちづくり協働課 地域まちづくりグループ 本庁 1階 住民自治振興、地域まちづくり協議会、コミュニティセンター、 関文化交流センター 市民協働グループ 市民協働センター 「みらい」 市民相談、市民参画協働、市民活動、消費者生活、市民協働センター 市民課 医療年金グループ 本庁 1階 国民年金、福祉医療費助成、介護保険料の賦課・ 徴収、後期高齢者医療保険 国民健康保険グループ 国民健康保険 戸籍住民グループ 戸籍、住"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/scene/kosodate/kosodate/","false","false","true","補助金|手当","子育て支援員研修の受講者を募集します LINE公式アカウント「かめやま子育て」 子ども・子育て会議（第18回～第25回） かめやま子育てガイドブック ひとり親家庭への支援 亀山市ファミリーサポートセンター かめやまお茶の間10選（実践） 青少年健全育成 「発達段階に合わせて みんなで支え合う子育てアドバイス」について 放課後児童クラブ 家庭教育支援 一覧へ 手当・助成 児童手当について 子どもの医療費の窓口負担無料化（現物給付） 福祉医療費の助成制度 児童手当の申請を電子申請"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/scene/kosodate/kosodate/sodan/","false","false","true","補助金|手当","ホーム カテゴリ ライフシーン 妊娠・出産・子育て 子育て 相談窓口 相談窓口 ツイート シェア このページを印刷する 会計年度任用職員(家庭相談員)の募集について 青少年総合支援センター 子どもの子育て支援（子ども総合相談） サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい し"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/scene/nyugaku/ho-yo/","false","false","true","補助金|手当","・あすれっこだより、子育て支援事業（園庭・園開放） 令和8年度 ⻲⼭市⽴保育所・認定こども園・幼稚園ではたらく⼈を募集します 亀山市立保育所・認定こども園・幼稚園会計年度任用職員の募集・登録 亀山市就労証明書の作成について 一覧へ サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/scene/shoku-jukyo/","false","false","true","補助金|手当","しごと・住まい しごと・住まい ツイート シェア このページを印刷する 総合環境センター会計年度任用職員（廃棄物分別指導員）の募集について しごと 総合環境センター会計年度任用職員（廃棄物分別指導員）の募集について 引っ越し・住居 サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/scene/shoku-jukyo/shigoto/shushoku/","false","false","true","補助金|手当","用職員（廃棄物分別指導員）の募集について 国民健康保険への加入・脱退 職業訓練（ハロートレーニング）制度と求職者支援制度についてお知らせします 企業・就職・イベント情報発信！～UIJターンメルマガ会員募集～ 労働支援 総合相談窓口 サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/scene/shoku-jukyo/jukyo/sumai/","false","false","true","補助金|手当","ホーム カテゴリ ライフシーン しごと・住まい 引っ越し・住居 住まい 住まい ツイート シェア このページを印刷する 市営住宅入居者募集（現在募集していません） アルミニウム合金造のカーポート等の確認申請手続きについて 空き家情報バンク 浄化槽整備事業補助金制度 市営住宅 亀山市空家等管理活用支援法人の指定に関する審査基準の公表 亀山市地域住宅計画 大規模盛土造成地マップの公表について 狭あい道路 住宅取得支援事業 亀山市移住促進のための空き家リフォーム支援事業 省エネ改修"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/scene/kenko/kenshin/","false","false","true","補助金|手当","募集について 特定健康診査・特定保健指導を受けましょう！ 健診について（国民健康保険） 亀山市が実施するけん診について 子宮頸がん検診について（集団的個別子宮頸がん検診） 健診結果の提供にご協力ください 歯周病検診を受けましょう！ サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/anzen/taisaku/","false","false","true","補助金|手当","防災組織の皆さんへ 自主防災リーダーハンドブック 「災害通信ボランティアネットワーク亀山」の会員募集 支援・補助 木造住宅耐震関係 家具転倒防止器具の支給・取り付け マニュアル・ハンドブック 亀山市地域防災計画（令和7年2月修正） サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/anzen/taisaku/jishubo/","false","false","true","補助金|手当","ジを印刷する 令和8年度防災備蓄食糧の提供について 令和7年度4県連携自主防災組織交流大会開催のご案内 自主防災組織補助関係 自主防災組織の皆さんへ 自主防災リーダーハンドブック 「災害通信ボランティアネットワーク亀山」の会員募集 サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/anzen/bouhan/","false","false","true","補助金|手当","ホーム カテゴリ 分野 防災・安全情報 防犯・子どもの安全 防犯・子どもの安全 ツイート シェア このページを印刷する 防犯灯施設管理費補助金の受付開始について【令和7年度分電気料金】 防犯灯施設設置費等補助金 亀山市地域防犯カメラ設置支援事業 横断歩道“ハンドサインキャンペーン”の実施について 特定小型原動機付自転車（電動キックボード等）の安全利用について 自転車利用者のヘルメット着用努力義務化について 青少年健全育成 未就学児が日常的に集団で移動する経路の緊急安全点検等を"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/life/tetsuzuki/todokede/","false","false","true","補助金|手当","イナンバーカード ぴったりサービス マイナンバーカードの申請 マイナンバー（社会保障・税番号制度） マイナンバーカードの休日窓口（申請受付・交付） 一覧へ 日曜窓口 マイナンバーカードの休日窓口（申請受付・交付） 日曜窓口のご案内 サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/life/tetsuzuki/todokede/number/","false","false","true","補助金|手当","カード本体の更新について 自宅でマイナンバーカードが申請できます！ 顔認証マイナンバーカード ぴったりサービス マイナンバーカードの申請 マイナンバー（社会保障・税番号制度） マイナンバーカードの休日窓口（申請受付・交付） 一覧へ サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/life/tetsuzuki/todokede/nichimado/","false","false","true","補助金|手当","ホーム カテゴリ 分野 くらしの情報 手続き・相談 戸籍・住民票・印鑑登録・マイナンバー 日曜窓口 日曜窓口 ツイート シェア このページを印刷する マイナンバーカードの休日窓口（申請受付・交付） 日曜窓口のご案内 サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい しごと 就職 "
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/life/tetsuzuki/zei/nozei/","false","false","true","補助金|手当","市の税金・水道料金等がスマートフォンで支払えます！ 市税の納付 令和6年度から口座振替不能通知書を廃止します 不服申立てについて 市税の滞納 納税の猶予制度について 口座振替納税 行政サービスの制限 三重地方税管理回収機構について サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/life/tetsuzuki/zei/syomei/","false","false","true","補助金|手当","き・相談 税金 市税証明 市税証明 ツイート シェア このページを印刷する 市税に関する証明について 税関係申請書 住宅用家屋証明について 市税証明書コンビニ交付サービスQ＆A 市税証明書のコンビニ交付サービスを開始 市税証明関係 サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/life/tetsuzuki/sodan/kyoiku/","false","false","true","補助金|手当","相談 子育て・教育相談 子育て・教育相談 ツイート シェア このページを印刷する 会計年度任用職員(家庭相談員)の募集について 青少年総合支援センター ひとり親家庭への支援 いじめ等の相談窓口 子どもの子育て支援（子ども総合相談） サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/life/kurashi/sumai/shiei/","false","false","true","補助金|手当"," 住まい・ごみ・道路・上下水道・ペット 住まい 市営住宅 市営住宅 ツイート シェア このページを印刷する 市営住宅入居者募集（現在募集していません） 市営住宅 亀山市地域住宅計画 民間活用市営住宅（借上型市営住宅）の公募について サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/life/kurashi/gomi/jigyo/","false","false","true","補助金|手当","（令和5年度から一部取り扱いが変わりました） 石綿（アスベスト）の適正処理をお願いします 亀山市総合環境センターにおける水銀使用製品産業廃棄物の受入中止について(お知らせ) 事業系一般廃棄物の処理について 野焼きは禁止されています サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/life/kurashi/douro/","false","false","true","補助金|手当","ア このページを印刷する 道路補修作業員（会計年度任用職員）を募集します 名阪国道「降雨による事前通行規制区間の基準緩和」について 道路反射鏡（カーブミラー）に関するお問い合わせ 狭あい道路 道路に張り出している樹木の伐採のお願い サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/life/kosodate/hoiku/","false","false","true","補助金|手当","認定こども園・幼稚園ではたらく⼈を募集します 亀山市立保育所・認定こども園・幼稚園会計年度任用職員の募集・登録 亀山市就労証明書の作成について 幼児教育・保育の無償化について 負担金、使用料などの税外収入金にも延滞金は加算されます サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/life/kosodate/yochi/","false","false","true","補助金|手当","市立幼稚園の保育内容 令和8年度幼稚園の入園のご案内 市立幼稚園の入園手続き 亀山市立保育所・認定こども園・幼稚園会計年度任用職員の募集・登録 幼児教育・保育の無償化について 負担金、使用料などの税外収入金にも延滞金は加算されます サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/life/kosodate/shien/josei/","false","false","true","補助金|手当","ホーム カテゴリ 分野 くらしの情報 子育て・教育 子育て支援 助成 助成 ツイート シェア このページを印刷する 児童手当について 令和6年11月分（令和7年1月支給分）から児童扶養手当制度を拡充します 子どもの医療費の窓口負担無料化（現物給付） 福祉医療費の助成制度 児童手当の申請を電子申請で行うことができます 児童扶養手当 サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/life/kenko/kenko/kenshin/","false","false","true","補助金|手当"," 分野 くらしの情報 健康・医療・福祉 健康 健（検）診 健（検）診 ツイート シェア このページを印刷する 集団検診の二次募集について 健診について（国民健康保険） 亀山市が実施するけん診について 健診結果の提供にご協力ください サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て 支援・取り組み 手当・助成 相談窓口 入園・入学 保育所・幼稚園・認定こども園など 小学校・中学校 手当・助成 相談窓口 しごと・住まい"
"亀山市","20","ホーム","ホーム","https://www.city.kameyama.mie.jp/categories/bunya/life/kyodo/chiiki/jichikai/","false","false","true","補助金|手当","について 「自治会に関するアンケート調査」について 自治会活動 認可地縁団体の告示事項等変更の手続きについて 地縁による団体の認可申請の手続きについて 認可地縁団体制度について 認可地縁団体に係る手続き等について 自治会長研修 亀山市市道草刈活動支援事業 自治会の手引き 自治会の集会施設の整備、修繕等 自治会長の交代 自治会に対する一般廃棄物集積施設設置費等補助金 サイト内検索 ライフシーン 結婚・離婚 結婚 離婚 結婚支援 相談窓口 妊娠・出産・子育て 妊娠 出産 子育て "
