municipality,score,strong,hasAmount,hasTarget,hasDeadline,title,url,snippet
"伊豆の国市","12","0","false","true","true","都市交流・多文化共生","https://www.city.izunokuni.shizuoka.jp/shisei/toshikoryu/koryutabunka.html","伊豆の国市／都市交流・多文化共生 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; 市政 &"
"伊豆の国市","12","0","false","true","true","伊豆の国市公式SNS","https://www.city.izunokuni.shizuoka.jp/hisyo/shisei/kouhou/sns.html","伊豆の国市／伊豆の国市公式SNS このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; 市政 &"
"伊豆の国市","12","0","false","true","true","防災無線","https://www.city.izunokuni.shizuoka.jp/kiki/kurashi/shobo/bosaimusen.html","伊豆の国市／防災無線 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; くらし &gt; 消"
"伊豆の国市","12","0","false","true","true","市民の声","https://www.city.izunokuni.shizuoka.jp/shiminnokoe.html","伊豆の国市／市民の声 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; 市民の声 ツイート "
"伊豆の国市","12","0","false","true","true","RSS配信について","https://www.city.izunokuni.shizuoka.jp/rsshaishin/index.html","伊豆の国市／RSS配信について このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; RSS配信"
"伊豆の国市","12","0","false","true","true","リンク集","https://www.city.izunokuni.shizuoka.jp/link/index.html","伊豆の国市／リンク集 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; リンク集 ツイート "
"伊豆の国市","12","0","false","true","true","サイトマップ","https://www.city.izunokuni.shizuoka.jp/sitemap/index.html","伊豆の国市／サイトマップ このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; サイトマップ ツ"
"伊豆の国市","12","0","false","true","true","マイナンバーカードの臨時窓口開設【1月4日】","https://www.city.izunokuni.shizuoka.jp/naga_simin/rinjimadoguchi.html","伊豆の国市／マイナンバーカードの臨時窓口開設【1月4日】 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホ"
"伊豆の国市","12","0","false","true","true","引っ越し・印鑑登録・仮ナンバー申請","https://www.city.izunokuni.shizuoka.jp/naga_simin/kurashi/touroku/index.html","伊豆の国市／引っ越し・印鑑登録・仮ナンバー申請 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &g"
"伊豆の国市","12","0","false","true","true","マイナンバーカード","https://www.city.izunokuni.shizuoka.jp/soumu/shisei/mynumber/mynunberatama.html","伊豆の国市／マイナンバーカード このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; くらし &"
"伊豆の国市","12","0","false","true","true","戸籍","https://www.city.izunokuni.shizuoka.jp/naga_simin/kurashi/koseki/mokuji.html","伊豆の国市／戸籍 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt; くらし &gt; 戸籍 "
"伊豆の国市","12","0","false","true","true","戸籍・住民票等の申請、証明発行","https://www.city.izunokuni.shizuoka.jp/naga_simin/kurashi/syoumeinohakko/index.html","伊豆の国市／戸籍・住民票等の申請、証明発行 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 伊豆の国市 &nbsp; 閉じる 閉じる 検索 &nbsp; メニュー ホーム くらし 健康・福祉 学び・文化 まちづくり 市政 事業者向け情報 いで湯のまち 伊豆の国市の観光情報 ふるさと納税 移住定住 サイト内検索 検索の方法 文字サイズ・色合い変更 音声読上げ Foreign Language ホーム &gt;"
"伊豆市","12","0","false","true","true","","https://www.city.izu.shizuoka.jp/","ホーム／伊豆市 公式ポータルサイト 本文へ くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português English 한국어 中文（简体） 中文（繁體） Tagalog नेपाली） Indonesia Việt မြန်မာ 翻"
"伊豆市","12","0","false","true","true","","https://www.city.izu.shizuoka.jp/index.html","ホーム／伊豆市 公式ポータルサイト 本文へ くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português English 한국어 中文（简体） 中文（繁體） Tagalog नेपाली） Indonesia Việt မြန်မာ 翻"
"伊豆市","12","0","false","true","true","子育て・教育","https://www.city.izu.shizuoka.jp/kosodate_kyoiku/index.html","子育て・教育／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português English 한국어 "
"伊豆市","12","0","false","true","true","健康・医療・福祉","https://www.city.izu.shizuoka.jp/kenko_iryo_fukushi/index.html","健康・医療・福祉／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português English 한국"
"伊豆市","12","0","false","true","true","組織から探す","https://www.city.izu.shizuoka.jp/soshiki/index.html","組織から探す／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português English 한국어 "
"伊豆市","12","0","false","true","true","ふるさと納税","https://www.city.izu.shizuoka.jp/shiseijoho/9/index.html","ふるさと納税／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português English 한국어 "
"伊豆市","12","0","false","true","true","イベントカレンダー","https://www.city.izu.shizuoka.jp/calendar.html","イベントカレンダー／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português English 한"
"伊豆市","12","0","false","true","true","子育て支援","https://www.city.izu.shizuoka.jp/kurashinokensaku/kosodateshien/index.html","子育て支援／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português English 한국어 中"
"伊豆市","12","0","false","true","true","教育","https://www.city.izu.shizuoka.jp/kurashinokensaku/kyoiku/index.html","教育／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português English 한국어 中文（简"
"伊豆市","12","0","false","true","true","医療・健康","https://www.city.izu.shizuoka.jp/kurashinokensaku/iryo_kenko/index.html","医療・健康／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português English 한국어 中"
"伊豆市","12","0","false","true","true","福祉・介護","https://www.city.izu.shizuoka.jp/kurashinokensaku/fukushi_kaigo/index.html","福祉・介護／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português English 한국어 中"
"伊豆市","12","0","false","true","true","サイトマップ","https://www.city.izu.shizuoka.jp/sitemap.html","サイトマップ／伊豆市 公式ポータルサイト 本文へ キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます くらし・ 手続き 子育て・教育 健康・ 医療・福祉 文化・ スポーツ しごと・産業 市政情報 キーワード から検索できます ファイル種別 すべて HTML PDF ページID から検索できます 背景色 文字サイズ 組織から探す ふりがな ルビをけす やさしい日本語 読み上げ Foreign Language Español Português English 한국어 "
"菊川市","12","0","false","true","true","菊川市","https://www.city.kikugawa.shizuoka.jp/","菊川市公式ホームページ このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ここから本文です。 緊急・災害情報 現在、情報はありません。 休日・平日夜間救急 オンラインサービス 電子申請 申請書ダウンロード 市長のページ 市政情報 市の紹介 アクセスマップ"
"菊川市","12","0","false","true","true","サイトマップ","https://www.city.kikugawa.shizuoka.jp/sitemap.html","菊川市／サイトマップ このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; サイトマップ ここから本文です。 更新日：2009年11月1日 サイトマップ くらし 戸籍・住民票 保険・年金 税金 環境 ごみ・リサイクル 上下水道 防犯・防災 "
"菊川市","12","0","false","true","true","菊川市","https://www.city.kikugawa.shizuoka.jp/index.html","菊川市公式ホームページ このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ここから本文です。 緊急・災害情報 現在、情報はありません。 休日・平日夜間救急 オンラインサービス 電子申請 申請書ダウンロード 市長のページ 市政情報 市の紹介 アクセスマップ"
"菊川市","12","0","false","true","true","","https://www.city.kikugawa.shizuoka.jp/kenkou/index.html","菊川市／健康・福祉 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 健康・福祉 ここから本文です。 新着情報 2026年7月13日 帯状疱疹ワクチン予防接種について 2026年7月13日 高齢者予防接種のお知らせ 2026年7月10日"
"菊川市","12","0","false","true","true","","https://www.city.kikugawa.shizuoka.jp/shisei/index.html","菊川市／市政情報 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 ここから本文です。 新着情報 2026年7月14日 財政状況等一覧表をアップしました 2026年7月13日 入札結果を更新しました 2026年7月10日 市長"
"菊川市","12","0","false","true","true","市の人口・世帯数(住民基本台帳)","https://www.city.kikugawa.shizuoka.jp/kikakuseisaku/shinojinkou_setaisuu.html","菊川市／市の人口・世帯数(住民基本台帳) このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 統計 &gt; 市の人口・世帯数(住民基本台帳) 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有"
"菊川市","12","0","false","true","true","入札・契約","https://www.city.kikugawa.shizuoka.jp/zaisei/nyuusatsu_keiyaku.html","菊川市／入札・契約 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 入札・契約 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政・予算・決算 行"
"菊川市","12","0","false","true","true","共創～菊川市の魅力を共に創る公民連携～","https://www.city.kikugawa.shizuoka.jp/kikakuseisaku/kyousou.html","菊川市／共創～菊川市の魅力を共に創る公民連携～ このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 共創～菊川市の魅力を共に創る公民連携～ 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産"
"菊川市","12","0","false","true","true","菊川駅北まちづくりについて","https://www.city.kikugawa.shizuoka.jp/toshikeikaku/ekikita/ekikitamatidukuri.html","菊川市／菊川駅北まちづくりについて このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 菊川駅北整備構想 &gt; 菊川駅北まちづくりについて くらし 戸籍・住民票 保険・年金 税金 環境 ごみ・リサイクル 上下水道 防災 消防本部&nb"
"菊川市","12","0","false","true","true","生涯学習講座","https://www.city.kikugawa.shizuoka.jp/shakaikyouiku/shougaigakushukouza.html","菊川市／生涯学習講座 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 子育て・教育 &gt; 文化・スポーツ・生涯学習 &gt; 社会教育 &gt; 生涯学習講座 子育て・教育 妊娠・子育て 教育委員会 文化・スポーツ・生涯学習 小中"
"菊川市","12","0","false","true","true","菊川西中学校ニュース","https://www.city.kikugawa.shizuoka.jp/kikunishi/news2.html","菊川市／菊西ニュース このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 子育て・教育 &gt; 小・中学校 &gt; 菊川市内公立小中学校一覧 &gt; 菊川市立菊川西中学校 &gt; 菊西ニュース 子育て・教育 妊娠・子育て 教育委員"
"菊川市","12","0","false","true","true","菊川市の指定ごみ袋の安定供給状況について","https://www.city.kikugawa.shizuoka.jp/kankyousuishin/siteigomifukuronituite.html","菊川市／菊川市の指定ごみ袋の安定供給状況について このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; ごみ・リサイクル &gt; 菊川市の指定ごみ袋の安定供給状況について くらし 戸籍・住民票 保険・年金 税金 環境 ごみ・リサイクル 上"
"菊川市","12","0","false","true","true","戸籍・住民票","https://www.city.kikugawa.shizuoka.jp/kurashi/koseki_juuminhyou/index.html","菊川市／戸籍・住民票 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 戸籍・住民票 くらし 戸籍・住民票 保険・年金 税金 環境 ごみ・リサイクル 上下水道 防災 消防本部&nbsp; 消費生活 住宅 交通・防犯 ペット・動物 死亡・"
"菊川市","12","0","false","true","true","消費生活センター","https://www.city.kikugawa.shizuoka.jp/kurashi/shouhiseikatsu/index.html","菊川市／消費生活センター このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 消費生活センター くらし 戸籍・住民票 保険・年金 税金 環境 ごみ・リサイクル 上下水道 防災 消防本部&nbsp; 消費生活 住宅 交通・防犯 ペット・動物"
"菊川市","12","0","false","true","true","菊川市教育委員会","https://www.city.kikugawa.shizuoka.jp/kosodate/kyouiku/index.html","菊川市／菊川市教育委員会 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 子育て・教育 &gt; 菊川市教育委員会 子育て・教育 妊娠・子育て 教育委員会 文化・スポーツ・生涯学習 小中学校 学校給食 ここから本文です。 更新日：20"
"菊川市","12","0","false","true","true","小・中学校","https://www.city.kikugawa.shizuoka.jp/kosodate/kyouiku/shou_chuugakkou/index.html","菊川市／小・中学校 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 子育て・教育 &gt; 小・中学校 子育て・教育 妊娠・子育て 教育委員会 文化・スポーツ・生涯学習 小中学校 学校給食 ここから本文です。 更新日：2026年5月8"
"菊川市","12","0","false","true","true","健康","https://www.city.kikugawa.shizuoka.jp/kenkou/kenkou/index.html","菊川市／健康 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 健康・福祉 &gt; 健康 健康・福祉 健康 福祉・介護 ここから本文です。 更新日：2026年6月23日 健康 菊川市立総合病院における産科分娩の休止及び今後の産婦人科診"
"菊川市","12","0","false","true","true","農業","https://www.city.kikugawa.shizuoka.jp/sangyou/nougyou/index.html","菊川市／農業 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 産業・仕事 &gt; 農業 産業・仕事 商工業 農業 労働・雇用 お茶 菊川市マスコットキャラクター「きくのん」 ここから本文です。 更新日：2026年6月5日 農業 菊川"
"菊川市","12","0","false","true","true","市役所案内","https://www.city.kikugawa.shizuoka.jp/shisei/shiyakushoannai/index.html","菊川市／市役所案内 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 市役所案内 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政・予算・決算 行"
"菊川市","12","0","false","true","true","市有財産","https://www.city.kikugawa.shizuoka.jp/zaisei/siyuuchi.html","菊川市／市有財産 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 市有財産 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政・予算・決算 行財政"
"菊川市","12","0","false","true","true","統計","https://www.city.kikugawa.shizuoka.jp/kikakuseisaku/toukei.html","菊川市／統計 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 統計 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政・予算・決算 行財政改革 監"
"菊川市","12","0","false","true","true","職員採用","https://www.city.kikugawa.shizuoka.jp/soumu/shokuinsaiyou.html","菊川市／職員採用 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 職員採用 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政・予算・決算 行財政"
"菊川市","12","0","false","true","true","選挙","https://www.city.kikugawa.shizuoka.jp/shisei/senkyo/index.html","菊川市／選挙 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 選挙 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計 菊川市例規集 財政・予算・決算 行財政改革 監"
"菊川市","12","0","false","true","true","菊川市パブリックコメント制度","https://www.city.kikugawa.shizuoka.jp/publiccomment/h26publiccomment.html","菊川市／菊川市パブリックコメント制度 このサイトではJavaScriptを使用したコンテンツ・機能を提供しています。JavaScriptを有効にするとご利用いただけます。 本文へスキップします。 菊川市 読み上げる 文字サイズ 拡大 標準 縮小 色の変更 Foreign language サイトマップ ご意見・お問い合わせ 検索の方法 検索 メニュー ホーム &gt; 市政情報 &gt; 菊川市パブリックコメント制度 市政情報 市の概要 市役所案内 広報・広聴 ふるさと納税 入札・契約 市有財産 &nbsp; 統計"
